Test_Tweet,VaderSent,NaiveBayes_VaderSent,LogisticReg_VaderSent,RandomForest_VaderSent
idk nigga paying netflix aint shit der neva put good movie need newreleases 👌,Positive,Positive,Negative,Positive
new movie netflix emotionally drained needed good cry oursoulsatnight,Negative,Positive,Positive,Positive
sleep usual watching replacement netflix though suuuuper good movie,Positive,Positive,Positive,Positive
rocky thecroods five good movie watch netflix weekend,Positive,Positive,Positive,Positive
netflix cruel sense humour many movie pandemic showing recommended list past week tonight contagionmovie fairness good movie eerily familiar 🤔,Positive,Positive,Positive,Positive
good movie show netflix,Positive,Positive,Positive,Positive
cover raw tonight going need something watch tonight netflix good movie,Positive,Positive,Positive,Positive
good movie highly recommended paddleton netflix,Positive,Positive,Positive,Positive
triple frontier feel like good movie pedro pascal 🙌 netflix,Positive,Positive,Positive,Positive
watched best night ever hilarious bestnightever vegaslifestyle goodmovie bestnightevermovie netflix,Positive,Positive,Positive,Positive
miss angelinajolie action fantasy movie good damn actress hollywood netflix,Negative,Positive,Positive,Positive
watching thescribbler netflix pretty darn good surprise going say movie approved,Positive,Positive,Positive,Positive
unforgivable 2021 another generic good sandrabullock netflix movie theunforgivable,Positive,Positive,Positive,Positive
polaron netflix good fun movie,Positive,Positive,Positive,Positive
watched dismissed netflix thought good movie understand tell wife info going anyone else notice makeup seemed somewhat,Positive,Positive,Positive,Positive
getting everybody watch dear white people let two star fool good movie netflix,Positive,Positive,Positive,Positive
watched invader zim movie netflix good movie netflix invaderzimentertheflorpus,Positive,Positive,Positive,Positive
good movie netflix,Positive,Positive,Positive,Positive
watch movie netflix wonder watch good night everyone takingiteasy chilaxin,Positive,Positive,Positive,Positive
let movie star fool good movie netflix,Neutral,Positive,Positive,Positive
good movie watch netflix,Positive,Positive,Positive,Positive
imperial dream good movie 👏🏽😭 netflix,Positive,Positive,Positive,Positive
want see bad movie netflix go watch curse robert really worst movie try good netflix moviereviews,Negative,Positive,Negative,Negative
finished sticksandstones good honestly movie new netflix worth watching rn advisory taste judged unmercifully,Positive,Positive,Positive,Positive
finished watching letter writer netflix 😭😭😢😢 good movie hand,Negative,Positive,Positive,Positive
watching movie called skintrade netflix far good,Positive,Positive,Positive,Positive
black butterfly good movie cried whole movie netflix,Positive,Positive,Positive,Positive
happy watch wednesday watching big screen small screen computer screen good bad ugly speculative fiction watchwednesday tv film movie youtube netflix bsfs,Positive,Positive,Positive,Positive
recommend romantic sweet movienormally find many theese type movie alikeand boringbut really likedvery good chemistry main characters😃👍🏻🎬🎄🌟 ⁦⁦⁩ netflix romanticcomedy christmas,Positive,Positive,Positive,Positive
jerk theory good movie netflix,Positive,Positive,Positive,Positive
good movie netflix yup type dayi mindlexboyz sleepless…,Positive,Positive,Positive,Positive
france ha pretty good little movie netflix,Positive,Positive,Positive,Positive
sweet dream sundayreading good book romance movie 🍒🍇🍹🥂😘💝 netflix 📺,Positive,Positive,Positive,Positive
movie called cult classic thats way saying terrible movie people love good reason netflix,Positive,Positive,Positive,Positive
deidra amp laney rob train good movie netflix,Negative,Positive,Positive,Positive
good movie watch netflix,Positive,Positive,Positive,Positive
finished watching tap tom cruise sean penn timothy hutton first movie good stuff netflix lamesaturdaynight,Positive,Positive,Positive,Positive
nw jamesyboy netflix bad pretty good movie,Positive,Positive,Positive,Positive
suggest good movie series netflix,Positive,Positive,Positive,Positive
finished watching fortyyearold version really good film looking enlightened got netflix movie entertainment,Positive,Positive,Positive,Positive
yeah good news netflix dropped video announce collaboration indian storyteller create 10 original movie,Positive,Positive,Positive,Positive
blacktwitter need good series movie binge watch netflix hulu,Positive,Positive,Positive,Positive
cant find good movie watch suggestion netflix,Negative,Positive,Positive,Positive
lovely molly good movie netflix bout time yall shit,Positive,Positive,Positive,Negative
finished watching lost girl netflix yeahits even sad movie good tho would recommend lostgirls netflix,Neutral,Positive,Positive,Positive
watching basquiat julian schnabel good job directing movie first feature film netflix,Positive,Positive,Positive,Positive
bad movie personal rating 710 iammother netflix,Negative,Positive,Negative,Negative
fridayfeeling netflix queue sent good movie youre eat,Positive,Positive,Positive,Positive
need movie watch please give suggestion good movie hulu hbomax amazonprime netflix home lonely singlelife,Positive,Positive,Positive,Positive
good netflix want watch scary movie,Neutral,Positive,Negative,Negative
deep thai film premiering today netflix find good check moviereview movie review mom youtube channel foreignfilm drama medicalstudents sleep whatwouldyoudoformoney,Positive,Positive,Positive,Positive
good netflix xfinity demand movie anyone recommend,Positive,Positive,Positive,Positive
yet see underground cage fight opening sequence lead good showmovie ive little hope netflix original traveler,Positive,Positive,Positive,Positive
netflixs swimmingwithmen cute movie great way started day highly recommend feel good film netflix whattowatch happy film,Positive,Positive,Positive,Positive
unnamed movie netflix promoting pretty much pedophile dream come true sad approved feel like people say good movie secretly pedophile,Positive,Positive,Positive,Positive
found movie lastlove netflix good found friend 🤗,Positive,Positive,Positive,Positive
host good movie netflix,Positive,Positive,Positive,Positive
planet cabin wood feel good movie 😒 horror movie netflix,Negative,Positive,Negative,Positive
sleep recommend good movie netflix please,Positive,Positive,Positive,Positive
godse good movie satyadev dressing good netflix,Positive,Positive,Positive,Positive
good movie watch netflix,Positive,Positive,Positive,Positive
started watching another life netflix beyond stupid good netflix netflixwatchclub netflixandchill moviereview movie movienight,Negative,Positive,Positive,Positive
youre looking good action movie 🍿🎥 check gunpowdermilkshake netflix got tarantino feel full woman power🤩,Positive,Positive,Positive,Positive
yeeeeeesssss love movie good job netflix disappoint netflix…,Positive,Positive,Positive,Positive
good movie watch netflix,Positive,Positive,Positive,Positive
head jackass 45 rrrmovie streaming netflix chipndalerescuerangers available disneyplus good day movie goer,Positive,Positive,Positive,Positive
today well let glad movie time wonder breaking bad movie good netflix elcaminomovie,Positive,Positive,Positive,Negative
finished watching mrmagoriumswonderemporium netflix believe good year since last watched truly magical heartwarming movie always favourite ★★★★★ dustinhoffman natalieportman zackmills,Positive,Positive,Positive,Positive
omg whathappenedtomonday soooo fucking good netflix really good job movie amustwatch,Positive,Positive,Positive,Positive
